text,Gender equality - general,Equal pay,Increased awareness,Advocacy and Activism,Policy Changes,Media Coverage,Changing attitudes /societal,Representation and role models,Legal Frameworks,Gender inclusivity in traditionally masculine sports,Access to resources and education,Race related themes,Transgender related themes,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive brands,ResponseId
For society,,,,,,,1,,,,,,,,Spain,Man,Football,45-54,Gymnastics,155547823
Equal participation of all genders,,,,,,,,,,1,,,,,Spain,Woman,Athletics,55-65,Handball,155547845
Slight increase in female participation than before,,,,,,,,,,1,,,,,Spain,Woman,Gymnastics,45-54,Rugby,155548056
"Life is moving forward in this, although slowly.",,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,55-65,Rugby,155548098
"People are more aware of gender issues, the quality of sports professionals...",,,1,,,,,,,1,,,,,Spain,Woman,Unstated,55-65,,155548404
Because there are more girls who play sports now than before.,,,,,,,,,,1,,,,,Sweden,Man,Football,18-24,Basketball,155563803
More and more changes,,,,,1,,1,,,,,,,,Sweden,Woman,Gymnastics,55-65,Football,155563820
Because of the new laws,,,,,,,,,,,,,,1,France,Woman,Handball,25-34,Golf,155563856
Answer wrong,,,,,,,,,,,,,,1,Sweden,Woman,Gymnastics,25-34,Volleyball,155563887
Because this is taken into account,,,,,,,,,,,,,,1,France,Man,Athletics,55-65,Rugby,155563954
"Because this has evolved over the years, we see more sporty women",,,,,,1,,,,1,,,,,France,Woman,Athletics,35-44,Gymnastics,155563966
"Because everyone, regardless of their gender, can do the sport they want",,,,,,,,,,1,,,,,France,Woman,Volleyball,18-24,Football,155563991
It feels so,,,,,,,,,,,,,,1,Sweden,Woman,Cycling,35-44,Gymnastics,155563998
"It has gotten better over the years, salaries and several sports have become more equal, but not all",1,,,,,,,,,,,,,,Sweden,Woman,Athletics,25-34,Football,155564007
"Laws, society, media are more visible",,,1,,,1,1,,,,,,,,France,Man,Gymnastics,55-65,Rugby,155564030
We accept more than before,,,,,,,,,,,,,,1,France,Woman,Golf,18-24,Rugby,155564036
more and more mixed sports,,,,,,,,,,1,,,,,France,Man,Unstated,55-65,,155564039
I do not think so,,,,,,,,,,,,,,1,France,Man,Gymnastics,45-54,Rugby,155564062
Because more girls are highlighted,,,,,,,,,,,,,,1,France,Man,Athletics,35-44,Tennis,155564067
Because society has evolved slightly,,,,,,,1,,,,,,,,France,Woman,Handball,18-24,Rugby,155564068
Thanks to the denunciation of certain sexual abuses,,,,,,,,,,,,,,1,France,Woman,Handball,45-54,Athletics,155564072
"Overall, all sports that are accessible to men today are also accessible to women before this was not the case, which proves that there has been an evolution",,,,,,,,,,1,,,,,France,Woman,Golf,18-24,Tennis,155564077
"mentalities have evolved and people are more open-minded, they are more accepting of having both men and women in their sport",,,,,,,,,,1,,,,,France,Man,Handball,35-44,Rugby,155564094
Because there is more tolerance and inclusiveness,,,,,,,,,,,,,,1,France,Man,Golf,18-24,Rugby,155564102
It has become more common,,,,,,,,,,,,,,1,Sweden,Woman,Gymnastics,35-44,Rugby,155564150
"You see more and more often girls' teams at the top and the attitude has changed a bit..today the stands are not empty when it's women's football, for example",,,,,,1,,,,1,,,,,Sweden,Woman,Handball,55-65,Rugby,155564343
More open in the countries that are in countries,,,,,,,,,,,,,,1,Sweden,Man,Athletics,35-44,Rugby,155564433
everyone is the same level,,,,,,,,,,,,,,1,France,Man,Football,45-54,Athletics,155564438
Much better mix,,,,,,,,,,,,,,1,Sweden,Woman,Volleyball,45-54,Basketball,155564441
Greater diversity of actors,,,,,,,,,,,,,,1,France,Man,Athletics,55-65,Golf,155564446
Because they are pushed to do so by their public... public opinion moves mountains these days,,,,,,,,,,,,,,1,France,Man,Basketball,55-65,Football,155564537
"People's vision is evolving, I think.",,,,,,,1,,,,,,,,France,Man,Rugby,55-65,Volleyball,155564603
Through better general awareness,,,1,,,,1,,,,,,,,France,Man,Athletics,55-65,Football,155564654
It depends on the sports,,,,,,,,,,1,,,,,France,Man,Golf,18-24,Cycling,155564673
We no longer see the differences,,,,,,,,,,,,,,1,France,Man,Football,55-65,Gymnastics,155564676
You are we supposed to,,,,,,,,,,,,,,1,France,Man,Cycling,18-24,Handball,155564699
There has been progress,,,,,,,1,,,,,,,,France,Man,Tennis,18-24,Gymnastics,155564707
Team of all kinds,,,,,,,,,,,,,,1,France,Man,Football,18-24,Rugby,155564716
"In video games, women's teams are now playable which was not the case before, moreover the media etc. show more women's sport than before",,,,,,,,,,1,,,,,France,Man,Cycling,45-54,Rugby,155564730
Because there are girls who play football,,,,,,,,,,1,,,,,France,Man,Gymnastics,45-54,Rugby,155564781
Professional sport evolving over time,,,,,,,,,,1,,,,,France,Man,Gymnastics,55-65,Rugby,155564790
soccer,,,,,,,,,,,,,,1,France,Man,Football,55-65,Golf,155564799
Because we have to force them into imposed rates but that doesn't reflect there is a will or a desire but out of obligation,,,,,,,,,,,,,,1,France,Man,Golf,25-34,Football,155564805
There are more and more women,,,,,,,,,,,,,,1,France,Man,Basketball,25-34,Rugby,155564817
There are many more women doing sports,,,,,,,,,,1,,,,,France,Man,Gymnastics,25-34,Rugby,155564823
Because sport allows you to create connections,,,,,,,,,,1,,,,,France,Man,Athletics,18-24,Golf,155564858
Both sexes are looked at nowadays,,,,,,,,,,1,,,,,Sweden,Man,Football,45-54,Rugby,155565012
There is women’s football and you simply see more women,,,,,,,,,,1,,,,,Germany,Woman,Gymnastics,55-65,Football,155589843
More education,,,1,,,,1,,,,1,,,,Germany,Woman,Football,55-65,Gymnastics,155589887
"It's more of a feeling, somehow it's being discussed more and more, also in connection with different salaries and something seems to be happening there already",,,,,,,,,,,,,,1,Germany,Man,Golf,25-34,Rugby,155590752
Many more sports today that represent both sexes,,,,,,,,,,1,,,,,Sweden,Woman,Football,55-65,Rugby,155590758
Greater awareness,,,1,,,1,1,,,,,,,,Poland,Woman,Volleyball,35-44,Rugby,155590831
"Here, sport follows the general social development",,,,,,,,,,1,,,,,Germany,Man,Athletics,55-65,Rugby,155590840
Because women are allowed to take their place more and more,,,,,,,,,,,,,,1,Sweden,Woman,Athletics,35-44,Cycling,155590846
More and more women were appreciated,,,,,,,,,,,,,,1,Poland,Woman,Cycling,25-34,Football,155590848
Anyone can practice any sport they want regardless of gender.,,,,,,,,,,1,,,,,Sweden,Woman,Basketball,18-24,Cycling,155590856
More women's sports are shown and it brings more money than before,,,,,,,,,,1,,,,,Sweden,Woman,Gymnastics,55-65,Rugby,155590871
The Swedish women's soccer team has become more visible,,,,,,,,,,,,,,1,Sweden,Woman,Gymnastics,25-34,Golf,155590889
There is more talk about it and the pressure is high on the sport itself,,,,,,,,,,,,,,1,Sweden,Woman,Golf,55-65,Rugby,155590895
"It's you, not me",,,,,,,,,,,,,,1,Sweden,Man,Unstated,25-34,,155590902
The world of sports is slowly opening up to these topics.,,,,,,,,,,1,,,,,Poland,Woman,Volleyball,18-24,Football,155590916
Because times have advanced,,,,,,,,,,,,,,1,Poland,Woman,Volleyball,18-24,Rugby,155590920
More women,,,,,,,,,,,,,,1,Sweden,Woman,Football,35-44,Rugby,155590924
More women playing different sports,,,,,,,,,,1,,,,,Sweden,Woman,Volleyball,25-34,Rugby,155590936
There is more and more talk about women's sports,,,,,,,,,,1,,,,,Poland,Woman,Volleyball,35-44,Football,155590989
Discussions on many of the topics related to inclusivity are more common,,,,,,,,,,1,,1,,,Poland,Woman,Athletics,18-24,Football,155591010
The topic is much more present now than it used to be. Much more is being done.,,,,,,,,,,,,,,1,Germany,Man,Tennis,35-44,Rugby,155591011
"More and more disciplines include women's teams, not only men's",,,,,,,,,,1,,,,,Poland,Woman,Volleyball,18-24,Football,155591019
because we live in a new world,,,,,,,,,,,,,,1,Poland,Woman,Tennis,25-34,Athletics,155591064
Because there are more sports in which both men and women participate,,,,,,,,,,1,,,,,Poland,Man,Athletics,35-44,Golf,155591088
"Everyone is allowed to start, regardless of gender",,,,,,,,,,1,,,,,Poland,Woman,Golf,25-34,Athletics,155591094
Because there is more pressure and there is more talk about it,,,,,,,,,,,,,,1,Poland,Woman,Football,35-44,Rugby,155591115
I have no idea actually,,,,,,,,,,,,,,1,Poland,Man,Tennis,25-34,Rugby,155591117
Hard question,,,,,,,,,,,,,,1,Sweden,Man,Tennis,45-54,Basketball,155591121
"Women are more willing to become athletes, it used to be less talked about",,,,,,,,,,1,,,,,Poland,Man,Athletics,25-34,Rugby,155591128
More and better offers for all genders,,,,,,,,,,,,,,1,Germany,Man,Tennis,18-24,Basketball,155591243
Because awareness has been raised,,,1,,,1,1,,,,,,,,Germany,Woman,Tennis,18-24,Handball,155591369
Football,,,,,,,,,,,,,,1,Sweden,Man,Gymnastics,18-24,Rugby,155591406
More education,,,1,,,,1,,,,1,,,,Sweden,Man,Tennis,55-65,Rugby,155591623
"More and more gays are coming out in different sports, although it could be more",,,,,,,,,,1,,,,,Sweden,Man,Gymnastics,45-54,Tennis,155591673
Development,,,,,,,,,,,,,,1,Sweden,Man,Football,35-44,Gymnastics,155591713
"For example, women’s football is enjoying growing popularity and salaries plus awareness are increasing.",,,1,,,,,,,1,,,,,Germany,Man,Gymnastics,35-44,Rugby,155591754
Athletics,,,,,,,,,,1,,,,,Sweden,Man,Football,35-44,Rugby,155591857
All identifications people make,,,,,,,,,,,,,,1,Sweden,Man,Handball,25-34,Golf,155591983
better represented,,,,,,,,1,,,,,,,Germany,Man,Athletics,45-54,Rugby,155592191
OK,,,,,,,,,,,,,,1,Germany,Man,Athletics,35-44,Golf,155592323
As more is being promoted for women’s football,,,,,,,,,,1,,,,,Germany,Man,Basketball,18-24,Cycling,155592750
Women's football,,,,,,,,,,1,,,,,Germany,Man,Volleyball,45-54,Basketball,155592792
the work of various organizations,,,,1,,,,,,,,,,,Sweden,Man,Handball,35-44,Rugby,155592909
Leg ix,,,,,,,,,,,,,,1,Sweden,Man,Football,18-24,Gymnastics,155592967
There is gender freedom,,,,,,,,,,1,,,,,Germany,Man,Football,25-34,Athletics,155594007
National pressure and obligation,,,,,,,,,,,,,,1,UK,Man,Football,45-54,Basketball,155653315
More opportunities for females to get involved,,,1,,,,,,,1,1,,,,UK,Woman,Football,35-44,Basketball,155653399
More games on to of both genders,,,,,,,,,,1,,,,,UK,Man,Cycling,35-44,Golf,155653451
More coverage of both genders of sports.,,,,,,1,,,,1,,,,,UK,Man,Cycling,45-54,Football,155653485
More women's games are being shown on tv,,,,,,1,,,,1,,,,,UK,Woman,Gymnastics,55-65,Basketball,155653631
Because both players are equal,,,,,,,,,,,,,,1,UK,Man,Basketball,25-34,Volleyball,155653688
With the generations,,,,,,,,,,,,,,1,France,Woman,Volleyball,35-44,Rugby,155653822
More women,,,,,,,,,,,,,,1,France,Woman,Football,25-34,Cycling,155653851
it gives the opportunity to enjoy the sport,,,,,,,,,,,,,,1,France,Woman,Gymnastics,18-24,Rugby,155653902
Women are more and more present,,,,,,,,,,,,,,1,France,Man,Football,25-34,Athletics,155653923
Because we can do it if we are a girl or a boy without worries,,,,,,,,,,,,,,1,France,Man,Football,45-54,Rugby,155653975
Women are more recognized,,,1,,,,,,,,,,,,France,Woman,Tennis,18-24,Rugby,155654011
"women have more places in certain sports and vice versa for men, there is much less judgment",,,,,,,,,,1,,,,,France,Woman,Tennis,18-24,Rugby,155654052
football,,,,,,,,,,,,,,1,France,Man,Football,25-34,Rugby,155654073
More mixing than before,,,,,,,,,,,,,,1,France,Woman,Golf,18-24,Gymnastics,155654085
Cycling,,,,,,,,,,,,,,1,Germany,Woman,Cycling,18-24,Football,155654145
More women's teams,,,,,,,,,,1,,,,,France,Woman,Tennis,55-65,Rugby,155654200
You hear more positive things about it,,,,,,1,,,,,,,,,Germany,Man,Tennis,45-54,Rugby,155654279
Because there is more emphasis on females in the sport now,,,,,,,,,,1,,,,,UK,Woman,Tennis,35-44,Handball,155654286
Because you can play most sports at a professional level regardless of gender,,,,,,,,,,1,,,,,Sweden,Woman,Tennis,18-24,Rugby,155654295
There is so much talk about it and many leagues have made active improvements.,,,,,,,,,,,,,,1,Sweden,Man,Tennis,45-54,Rugby,155654374
Women are also involved in FIFA,,,,,,,,,,1,,,,,Germany,Woman,Volleyball,18-24,Handball,155654378
women complain more about their salaries,,,,,,,,,,,,,,1,France,Man,Gymnastics,45-54,Cycling,155654403
No more irons as prize money,,1,,,,,,,,,,,,,Germany,Woman,Tennis,45-54,Rugby,155654405
Both women and men who comment on sports,,,,,,,,,,1,,,,,Sweden,Woman,Unstated,35-44,,155654427
"I think is because of education, enlightenment and exposure.Both genders should be given equal participation in whatever sport it is.With this,we would make the world a better place.",,,,,,,,,,1,,,,,UK,Man,Tennis,35-44,Rugby,155654433
Televised more often,,,,,,1,,,,,,,,,UK,Man,Tennis,55-65,Handball,155654483
We have started to take women more seriously,,,,,,,1,,,,,,,,Sweden,Woman,Gymnastics,18-24,Rugby,155654492
A bit more,,,,,,,,,,,,,,1,France,Woman,Gymnastics,45-54,Football,155654499
Emotionally,,,,,,,,,,,,,,1,Germany,Woman,Football,45-54,Rugby,155654540
Some have raised the ladies' wages,,,,,,,,,,,,,,1,Sweden,Woman,Athletics,45-54,Basketball,155654543
People are pushing for women/girls to be seen as much a boys,,,,,,,,,,1,,,,,UK,Woman,Gymnastics,25-34,Rugby,155654545
It meets global demand,,,,,,,,,,,,,,1,France,Man,Gymnastics,55-65,Athletics,155654546
Football,,,,,,,,,,,,,,1,UK,Man,Football,25-34,Rugby,155654557
"I think many commentators these days are women for sports that men also practice. There are also female club directors in some places, even in associations associated with men.",,,,,,,,,,1,,,,,Sweden,Man,Athletics,45-54,Rugby,155654626
Seems to be that way in general,,,,,,,,,,,,,,1,UK,Woman,Cycling,55-65,Football,155654638
I just see more coverage of women's sports on telly,,,,,,1,,,,1,,,,,UK,Woman,Athletics,45-54,Rugby,155654654
Women are praised more in the media,,,,,,1,,,,,,,,,Sweden,Man,Athletics,45-54,Rugby,155654679
"There is much more attention on female sports, like football for example.",,,,,,,,,,1,,,,,UK,Man,Golf,35-44,Handball,155654713
Rules have changed and views,,,,,1,,1,,,,,,,,UK,Woman,Volleyball,18-24,Golf,155654715
More women becoming popular in sports. Women football getting took more seriously as well as women’s playing in televised darts competitions,,,,,,,,,,1,,,,,UK,Woman,Football,25-34,Volleyball,155654717
Sport for all,,,,,,,,,,1,,,,,France,Woman,Tennis,35-44,Volleyball,155654740
womens football is more noticeable and popular,,,,,,,,,,1,,,,,UK,Woman,Athletics,55-65,Rugby,155654745
The general course of gender equality,1,,,,,,,,,1,,,,,Germany,Woman,Volleyball,18-24,Rugby,155654755
It's getting more attention now,,,,,,1,,,,,,,,,Sweden,Woman,Gymnastics,35-44,Rugby,155654756
Because it is more accepted,,,,,,,,,,,,,,1,Sweden,Woman,Cycling,18-24,Rugby,155654769
Public discussions raise awareness,,,1,1,,1,1,,,,,,,,Germany,Woman,Golf,55-65,Gymnastics,155654779
It has to be,,,,,,,,,,,,,,1,UK,Woman,Football,35-44,Handball,155654785
we are now starting to let women play in sport more than before,,,,,,,,,,1,,,,,UK,Man,Football,35-44,Volleyball,155654800
There are more and more sports in which both sexes participate,,,,,,,,,,1,,,,,Poland,Woman,Gymnastics,25-34,Rugby,155654821
Everyone can take part in it,,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,25-34,Cycling,155654822
Women’s sports getting more recognition,,,,,,,,,,1,,,,,UK,Woman,Unstated,25-34,,155654824
"In football, for example, it has become more accepted and more women's teams in the Premier league are allowed to play in the arenas -for- men, they also sell more tickets.",,,,,,,,,,1,,,,,Sweden,Woman,Gymnastics,18-24,Rugby,155654859
It is catching onto what society wants and listening to audience members,,,,,,,1,,,,,,,,UK,Woman,Gymnastics,25-34,Handball,155654871
"Everyone is equal, regardless of gender and orientation",,,,,,,,,,1,,,,,Poland,Woman,Football,25-34,Golf,155654872
Because they have to otherwise they face backlash,,,,,,,,,,,,,,1,UK,Woman,Gymnastics,25-34,Handball,155654886
positive,,,,,,,,,,,,,,1,Germany,Woman,Football,55-65,Gymnastics,155654887
Evolution,,,,,,,,,,,,,,1,France,Man,Gymnastics,35-44,Athletics,155654893
Society’s views have changed,,,,,,,1,,,,,,,,UK,Man,Tennis,18-24,Football,155654899
Many clubs and sports work actively with it. Women's soccer has a large audience in Europe.,,,,,,,,,,1,,,,,Sweden,Man,Athletics,35-44,Rugby,155654903
More and more women have opportunities to develop.,,,,,,,,,,,1,,,,Poland,Woman,Basketball,25-34,Golf,155654909
I am more aware of female representation in many different sports at the professional and international level,,,,,,,,,,1,,,,,Sweden,Woman,Tennis,45-54,Rugby,155654917
it's a societal shift,,,,,,,1,,,,,,,,UK,Woman,Athletics,45-54,Handball,155654955
"Great attention is paid to inclusivity, gender exclusion or disfavoring is socially stigmatized",,,,,,,,,,1,,,,,Poland,Woman,Gymnastics,25-34,Football,155654961
It is talked about a lot more,,,,,,,,,,,,,,1,UK,Woman,Athletics,18-24,Handball,155654964
Stereotypes are being abandoned,,,,,,,1,,,,,,,,Poland,Woman,Golf,25-34,Athletics,155654966
They work more now,,,,,,,,,,,,,,1,Sweden,Man,Football,35-44,Rugby,155654970
No more televised women's competition,,,,,,,,,,,,,,1,France,Woman,Tennis,35-44,Athletics,155654971
It support and encourage,,,,,,,,1,,,,,,,UK,Man,Basketball,25-34,Athletics,155654973
"Women become more assertive, they love themselves and they know they deserve it too",,,,,,,,,,,,,,1,Poland,Woman,Handball,35-44,Rugby,155654978
Women's sports are more common and receive more attention.,,,,,,,,,,1,,,,,Germany,Man,Football,45-54,Rugby,155654995
The world is changing and equality and love is more,,,,,,,,,,,,,,1,UK,Man,Football,25-34,Rugby,155655005
I think so,,,,,,,,,,,,,,1,Poland,Woman,Volleyball,45-54,Golf,155655048
In recent years the situation in sports for women has improved,,,,,,,,,,1,,,,,Spain,Woman,Football,25-34,Golf,155655055
More women's teams,,,,,,,,,,1,,,,,France,Woman,Athletics,55-65,Football,155655065
Because there is an effort to make that happen.,,,,,,,,,,,,,,1,Spain,Man,Athletics,55-65,Football,155655075
There is more pressure to,,,,,,,,,,,,,,1,UK,Woman,Football,18-24,Golf,155655082
today it is well included,,,,,,,,,,,,,,1,Spain,Woman,Football,18-24,Tennis,155655090
There are more women than ever before,,,,,,,,,,,,,,1,Poland,Woman,Athletics,25-34,Golf,155655093
Just because,,,,,,,,,,,,,,1,Spain,Man,Rugby,25-34,Athletics,155655094
"Pir that more vision is being given to women, you see women's teams and leagues, things that were not seen before",,,,,,,,,,1,,,,,Spain,Woman,Football,35-44,Rugby,155655095
The federations are making efforts,,,,,,,,,,,,,,1,Spain,Man,Football,55-65,Rugby,155655109
Because society asks for it,,,,,,,1,,,,,,,,Spain,Man,Tennis,45-54,Football,155655111
"We are on the right path, but like everything, it takes time, which seems long for those interested.",,,,,,,,,,,,,,1,Spain,Man,Gymnastics,45-54,Football,155655119
Society advances,,,,,,,1,,,,,,,,Spain,Man,Gymnastics,35-44,Rugby,155655120
ask the santxe dog,,,,,,,,,,,,,,1,Spain,Man,Football,25-34,Golf,155655125
Times are changing and people are opening up to different rules of functioning in society,,,,,,,1,,,,,,,,Poland,Woman,Volleyball,25-34,Cycling,155655131
Because any gender can compete with anyone,,,,,,,,,,1,,,,,Poland,Man,Tennis,45-54,Volleyball,155655135
for the protests,,,,,,,,,,,,,,1,Spain,Man,Football,18-24,Golf,155655147
People are now more aware,,,1,,,1,1,,,,,,,,Spain,Woman,Gymnastics,45-54,Cycling,155655151
Recognition that woman are just as good as men,,,,,,,,,,1,,,,,UK,Woman,Unstated,55-65,,155655156
for the news,,,,,,1,,,,,,,,,Spain,Man,Football,35-44,Golf,155655159
equality between the sexes,,,,,,,,,,1,,,,,Poland,Woman,Athletics,25-34,Football,155655166
It has evolved slightly,,,,,,,,,,,,,,1,France,Woman,Athletics,25-34,Rugby,155655182
because we are moving forward in that,,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Rugby,155655186
because feminists have claimed,,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Rugby,155655195
"In general, society opened up, which had a major impact on sports",,,,,,,1,,,1,,,,,Poland,Woman,Gymnastics,35-44,Golf,155655196
Consciousness has made great progress,,,1,,,,,,,,,,,,Germany,Man,Football,55-65,Rugby,155655207
More and more women's leagues are becoming relevant in sports. I saw a while ago that a goaltender from women's hockey had been loaned to men's hockey,,,,,,,,,,1,,,,,Sweden,Woman,Football,18-24,Golf,155655209
We live in a society that demands it,,,,,,,1,,,,,,,,Spain,Woman,Tennis,35-44,Golf,155655211
"Women's sports are growing, they have another space in the media and they sign better and better contracts.",,,,,,,,,,1,,,,,Spain,Man,Gymnastics,45-54,Rugby,155655212
It is often noticed that women are good at sports,,,,,,,,,,1,,,,,Poland,Woman,Gymnastics,18-24,Rugby,155655215
As women are more in the spot light now in other sports,,,,,,,,,,1,,,,,UK,Woman,Gymnastics,45-54,Rugby,155655217
For an improvement of society and a change in culture,,,,,,,1,,,,,,,,Spain,Woman,Gymnastics,18-24,Rugby,155655219
"Due to the voice raised by men and women, who, regardless of their gender, want to show their talent in sport.",,,,,,,,,,1,,,,,Spain,Woman,Football,18-24,Cycling,155655233
because more women are seen playing different sports and in different categories or competitions that they also broadcast,,,,,,1,,,,1,,,,,Spain,Woman,Volleyball,35-44,Cycling,155655237
because progress is being made on the issue of equality,,,,,,,,,,,,,,1,Spain,Woman,Athletics,18-24,Rugby,155655244
It gives more visibility,,,1,,,,,,,,,,,,Spain,Woman,Gymnastics,18-24,Rugby,155655245
"People are more aware that the gender does not matter, but the person.",,,,,,,,,,,,,,1,Spain,Woman,Volleyball,35-44,Rugby,155655248
Society is being equalized,,,,,,,1,,,,,,,,Spain,Woman,Gymnastics,18-24,Football,155655249
by legislative measures,,,,,,,,,1,,,,,,Spain,Woman,Tennis,25-34,Handball,155655250
You are seeing more variety,,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,45-54,Rugby,155655251
Because little by little we are getting more visibility of the women's sector in sports considered men's and vice versa.,,,,,,,,,,1,,,,,Spain,Woman,Tennis,25-34,Football,155655253
"In recent years there have been efforts to promote the role of women in sports, in those disciplines in which men previously reigned.",,,,,,,1,,,1,,,,,Spain,Woman,Tennis,25-34,Football,155655255
"After claiming a lot, it is becoming visible",,,,,,,,,,,,,,1,Spain,Woman,Volleyball,18-24,Golf,155655256
Why is there more awareness?,,,1,,,,,,,,,,,,Spain,Man,Football,18-24,Cycling,155655258
I like,,,,,,,,,,,,,,1,Poland,Man,Tennis,45-54,Athletics,155655261
Because there is machismo,,,,,,,,,,,,,,1,Spain,Woman,Volleyball,45-54,Handball,155655264
"In the past, women could not participate in the vast majority of sports.",,,,,,,,,,1,,,,,Spain,Woman,Tennis,25-34,Cycling,155655267
because women can also play sports and it is no longer something that looks bad,,,,,,,,,,1,,,,,Spain,Woman,Golf,18-24,Basketball,155655272
"Before, society was more sexist",,,,,,,1,,,,,,,,Spain,Woman,Gymnastics,18-24,Football,155655274
More opportunities are given and the ID is looked at less,,,,,,,,,,,,,,1,Spain,Man,Athletics,25-34,Football,155655275
"Society has improved a lot in inclusion in sports, but there is still some inequality",,,,,,,1,,,1,,,,,Spain,Woman,Athletics,18-24,Football,155655281
Advancement of society,,,,1,,,1,,,,,,,,Spain,Woman,Gymnastics,25-34,Football,155655287
Because many people are fans of women's sports and many other people are fans of men's sports. The fact is that there is much greater publicity and dissemination of both types of sports thanks to the Internet and other media.,,,,,,,,,,1,,,,,Spain,Woman,Gymnastics,45-54,Rugby,155655293
"Before, many women did not play sports professionally and did not compete either. Nowadays we are starting to see more",,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,18-24,Rugby,155655297
I see,,,,,,,,,,,,,,1,Spain,Man,Gymnastics,55-65,Rugby,155655299
Women's sports are more recognized,,,,,,,,,,1,,,,,Spain,Woman,Gymnastics,35-44,Rugby,155655300
They united,,,,,,,,,,,,,,1,Spain,Woman,Tennis,18-24,Basketball,155655304
"Because if we compare it to before, much more inclusion",,,,,,,,,,,,,,1,Spain,Woman,Golf,35-44,Rugby,155655307
Professional sportswomen are starting to feel more and more.(not like the men yet but it's getting better),,,,,,,,,,1,,,,,Sweden,Man,Cycling,35-44,Rugby,155655312
Because it is what society asks,,,,,,,1,,,,,,,,Spain,Man,Football,18-24,Rugby,155655316
Because women's sports are also valued as well as men's sports.,,,,,,,,,,1,,,,,Spain,Woman,Gymnastics,25-34,Football,155655318
Why is it displayed more now?,,,,,,,,,,,,,,1,Spain,Woman,Football,18-24,Gymnastics,155655320
You see more and more,,,1,,,,,,,,,,,,Spain,Woman,Gymnastics,18-24,Football,155655321
Because it is convenient for marketing and politics,,,,,,,,,,,,,,1,Spain,Woman,Athletics,18-24,Rugby,155655324
"Because society is advancing and each person's opinions and ways of life are increasingly respected, there is still a long way to go before we can say that gender inclusion exists.",,,,,,,1,,,1,,,,,Spain,Woman,Tennis,18-24,Rugby,155655327
before it was given less visibility,,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Football,155655331
It's improving but there's still a lot to do,,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,18-24,Cycling,155655332
Measures have been taken in this regard,,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,18-24,Football,155655334
They now expect everyone to be good,,,,,,,,,,,,,,1,UK,Man,Volleyball,18-24,Football,155655343
I think we have been moving forward in time and men have realized that women can also belong to this sector.,,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Rugby,155655350
Thanks to all the demonstrations,,,,,,,,,,,,,,1,Spain,Woman,Athletics,45-54,Football,155655355
It is obvious..,,,,,,,,,,,,,,1,Poland,Woman,Handball,55-65,Football,155655357
Because at least it gives more visibility,,,1,,,,,,,,,,,,Spain,Woman,Cycling,18-24,Rugby,155655359
Because of policies and social pressure,,,,,1,,1,,,,,,,,Spain,Woman,Gymnastics,25-34,Golf,155655360
There has been a lot of fighting,,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Volleyball,155655371
"Because equal opportunities must be given since it is, like others, a profession, with free access to all people, and because constitutional respect has become more noticeable in recent years, and if there is no inclusion, the article would be violated. 14 CE (ps: I am a lawyer)",,,,,,,,,,,,,,1,Spain,Woman,Cycling,25-34,Athletics,155655372
Because before there were no laws that recognized it,,,,,,,,,,,,,,1,Spain,Woman,Football,25-34,Cycling,155655380
"Because before, women couldn't play sports, they had to become housewives.",,,,,,,,,,,,,,1,Spain,Woman,Volleyball,18-24,Basketball,155655385
"In recent years, there has been an increase in public awareness and pressure to promote gender equality in all aspects of society, including professional sport. This has led to changes in policies, practices and perceptions within the sports industry, resulting in greater gender inclusion, with more opportunities and visibility for women in particular.",1,,1,,,,1,,,1,,,,,Spain,Woman,Volleyball,18-24,Gymnastics,155655387
there is greater equality and freedom,,,,,,,,,,,,,,1,Poland,Man,Gymnastics,35-44,Tennis,155655388
Nike,,,,,,,,,,,,,,1,Spain,Man,Football,35-44,Golf,155655389
There is more visibility about female athletes and that is a big step,,,1,,,,,,,1,,,,,Spain,Woman,Gymnastics,35-44,Rugby,155655391
by the internal and external protests that denounce these injustices,,,,1,,,,,,,,,,,Spain,Woman,Gymnastics,18-24,Golf,155655392
Society is evolving in that sense,,,,,,,1,,,,,,,,Spain,Woman,Gymnastics,35-44,Football,155655393
Because they are increasingly concerned about generating inclusion so that there are no problems,,,,,,,,,,,,,,1,Spain,Woman,Athletics,18-24,Gymnastics,155655394
"Thanks to the fight of the feminism sector, especially the elite athletes who have spoken very openly about the issue.",,,,,,,,,,1,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155655395
There are more visibly athletic women,,,,,,,,,,1,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155655398
"Something is being done, but there is still much to do",,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Football,155655400
