text,Masculine-centric / Brutal sport,Male dominated sport,Personal impression/Intuition,Lack of familiarity,Underrepresentation of Women,Wage Inequality,Sexist or sexualised,Media visibility / lack of awareness,Gender disparities,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive Sport,ResponseId
Only men take part,,1,,,,,,,,,Poland,Woman,Gymnastics,45-54,Rugby,155086705
Because throughout life it has been a sport more focused on men and those who have more power.,,,,,,,,,,,Spain,Man,Gymnastics,35-44,Football,155086706
Because there is no place for women there,,1,,,,,,,,,Poland,Man,Tennis,25-34,Rugby,155086710
Nest not very popular,,,,,,,,,,1,Poland,Woman,Tennis,55-65,Golf,155086723
women avoid typically strength sports in direct contact,1,,,,,,,,,,Poland,Woman,Tennis,55-65,Rugby,155086725
it's the most masculine sport,1,,,,,,,,,,Poland,Woman,Athletics,45-54,Rugby,155086728
I think it's mostly men who play basketball,,,1,,,,,,,,Sweden,Woman,Gymnastics,45-54,Basketball,155086730
Mainly a men's sport,1,1,,,,,,,,,Poland,Woman,Athletics,35-44,Football,155086733
Not many women practice this,,1,,,1,,,,,,Poland,Woman,Gymnastics,35-44,Rugby,155086735
I have never seen anything mentioned about female basketball,,,,,,,,1,,,UK,Woman,Gymnastics,35-44,Basketball,155086736
as before - I define all disciplines equally,,,,,,,,,,1,Poland,Man,Tennis,35-44,Gymnastics,155086738
Many women do it,,,,,,,,,,1,France,Man,Football,25-34,Gymnastics,155086743
Because I don't see so many things about volleyball with lgbt,,1,,,,,,1,,,Germany,Man,Football,18-24,Golf,155086746
pöjpo uiopöu drink,,,,,,,,,,1,Germany,Man,Football,18-24,Basketball,155086750
fewer women,,,,,,,,,,1,Spain,Man,Basketball,35-44,Rugby,155086760
As before,,,,,,,,,,1,Germany,Man,Golf,45-54,Football,155086765
Feels male oriented,,,,,,,,,,,Sweden,Man,Golf,25-34,Rugby,155086766
not a woman in the upper spheres,,,,,,,,,,1,France,Man,Gymnastics,55-65,Rugby,155086770
There is no women's team,,1,,,,,,,,,Poland,Woman,Basketball,25-34,Football,155086774
"Somehow, whenever I read about football, women's football is negated",,,,,,,,1,1,,Poland,Man,Tennis,35-44,Football,155086775
Recent news about it,,,,,,,,,,1,UK,Woman,Tennis,35-44,Golf,155086776
they are on par,,,,,,,,,,1,Poland,Woman,Basketball,18-24,Tennis,155086784
"Because as far as I know, professional golf is mostly played by men",,,,1,,,,,1,,Poland,Man,Gymnastics,25-34,Golf,155086789
Rugby is an aggressive sport and is therefore stereotypically a very masculine sport.,1,,,,,,,,1,,Poland,Woman,Handball,35-44,Rugby,155086807
Some people may be surprised by men in gymnastics,,,,,,,,,,,Poland,Woman,Tennis,18-24,Gymnastics,155086818
"It is a men's sport, which means it is less exposed",1,1,,,,,,,,,Poland,Woman,Gymnastics,45-54,Golf,155086825
Volleyball,,,,,,,,,,1,Poland,Woman,Volleyball,25-34,Athletics,155086834
Mostly girls with some guys too,,,,,,,,,,,Sweden,Woman,Football,18-24,Gymnastics,155086836
Because I think so,,,1,,,,,,,,Sweden,Man,Football,35-44,Golf,155086837
Has little participation,,,,,,,,,,,Spain,Man,Cycling,45-54,Golf,155086861
Brutal game,1,,,,,,,,,,Poland,Man,Golf,35-44,Rugby,155086862
It is a sport associated with strength and therefore considered masculine,1,,,,,,,,,,Poland,Woman,Gymnastics,25-34,Rugby,155086867
It seems to be a typically male sport,,,,,,,,1,,,Poland,Woman,Athletics,35-44,Rugby,155086872
Because,,,,,,,,,,1,Poland,Woman,Football,18-24,Rugby,155086880
No women,,1,,,1,,,,,,Poland,Man,Basketball,45-54,Golf,155086889
Risk,,,,,,,,,,1,Germany,Woman,Football,35-44,Athletics,155086901
He's boring,,,,,,,,,,,Poland,Woman,Handball,18-24,Golf,155086910
Since I don’t see many women cycling,,1,,,1,,,1,,,UK,Man,Golf,18-24,Cycling,155086914
Rules.,,,,,,,,,,1,Poland,Man,Football,35-44,Gymnastics,155086918
because golf is played more practically by men,,,,,,,,,1,,Poland,Woman,Volleyball,35-44,Golf,155086928
Its too tough,1,,,,,,,,,,UK,Woman,Football,25-34,Rugby,155086929
I haven't met any women playing rugby,,,,,,,,,1,,Poland,Man,Gymnastics,35-44,Rugby,155086932
it feels very male-dominated,,1,,,,,,,,,Sweden,Woman,Football,18-24,Rugby,155086933
There are no women,,1,,,1,,,,,,Spain,Man,Gymnastics,35-44,Rugby,155086935
It is little taught in schools,,,,,,,,,,1,Poland,Woman,Football,18-24,Tennis,155086937
Because,,,,,,,,,,1,France,Woman,Football,25-34,Athletics,155086948
You only see men playing,,,,,,,,1,,,Germany,Man,Athletics,55-65,Golf,155086950
All practitioners of this sport believe themselves to be very macho and the directors of clubs and federations think the same.,1,,,,,,,,,,Spain,Man,Tennis,55-65,Rugby,155086966
Not as advertised,,,,,,,,1,,,UK,Woman,Tennis,25-34,Golf,155086972
they are all men because of the conditions,,,,,,,,,,1,Spain,Man,Volleyball,35-44,Cycling,155086974
Because of its strength and violence,,,,,,,,,,,France,Man,Golf,55-65,Rugby,155086977
Rough,,,,,,,,,,,Spain,Woman,Football,25-34,Rugby,155086982
THERE IS WAGE INEQUALITY AND GENDER TREATMENT,,,,,,1,,,,1,Spain,Man,Handball,25-34,Volleyball,155086998
For guys,,,,,,,,,,,Sweden,Woman,Golf,25-34,Rugby,155087010
It is a sport practiced mostly by men,,,,,,,,,,,Spain,Woman,Football,45-54,Rugby,155087014
Haven't seen many female golfers/participants,,1,,,,,,1,1,,Sweden,Woman,Volleyball,25-34,Golf,155087015
"Not as famous as, for example, football",,,,,,,,,1,,Sweden,Man,Football,25-34,Cycling,155087027
There are few women in this sport,,,,,1,,,,,,Poland,Man,Football,35-44,Handball,155087036
Does not work,,,,,,,,,,1,Sweden,Man,Golf,25-34,Football,155087050
Need big built men,,,,,,,,,,,UK,Woman,Gymnastics,18-24,Rugby,155087055
Haven't seen any women practicing that sport,,,,,1,,,1,,,Sweden,Woman,Athletics,55-65,Rugby,155087062
finances not equal,,,,,,,,,,1,Poland,Man,Gymnastics,55-65,Football,155087071
footballers are paid better,,,,,,1,,,1,,Poland,Man,Tennis,55-65,Football,155087088
It's a sport apart,,,,,,,,,,,France,Man,Football,55-65,Golf,155087096
because men are taller,,,,,,,,,,1,Poland,Man,Football,45-54,Basketball,155087106
It is a male-dominated sport,,1,,,,,,,,,Poland,Man,Athletics,35-44,Rugby,155087108
Big difference between men's and women's rights and opportunities in football,,1,,,,,,,1,,Sweden,Man,Handball,55-65,Football,155087109
I think so,,,1,,,,,,,,Poland,Man,Volleyball,35-44,Golf,155087114
Too little,,,,,,,,,,1,Germany,Woman,Football,35-44,Tennis,155087117
Do women even do that?,,,,,,,,,,1,Germany,Man,Athletics,55-65,Rugby,155087119
I always see only men on TV,,,,,,,,1,,,Germany,Woman,Football,35-44,Cycling,155087125
Difficult to do,,,,,,,,,,1,UK,Woman,Tennis,18-24,Basketball,155087132
Don't know much about it,,,,1,,,,,,,UK,Woman,Tennis,45-54,Handball,155087145
Women's atypical sport,,,,,,,,,,1,Germany,Man,Football,25-34,Rugby,155087158
Because you hardly hear anything,,,,,,,,1,,,Germany,Woman,Athletics,35-44,Basketball,155087159
Women are not considered strong and this is a typically -men's sport-,1,,,,,,,,,,Sweden,Woman,Gymnastics,25-34,Rugby,155087167
We only see men,,,,,,,,1,,,France,Man,Athletics,45-54,Golf,155087169
I have not seem many women,,1,,,1,,,1,,,UK,Woman,Gymnastics,18-24,Rugby,155087173
Not too many women in this sport,,1,,,1,,,,,,France,Man,Tennis,55-65,Golf,155087178
Mostly guys,,,,,,,,,,,Sweden,Woman,Athletics,45-54,Volleyball,155087182
is hardly promoted,,,,,,,,,,1,Germany,Man,Athletics,55-65,Handball,155087186
Not that interesting,,,,,,,,,,,UK,Man,Football,35-44,Gymnastics,155087189
Male domain,,,,,,,,,,,Germany,Woman,Athletics,45-54,Rugby,155087192
It's more for girls,,,,,,,,,,,UK,Man,Athletics,55-65,Basketball,155087205
It's a male oriented sport,,,,,,,,,,,UK,Man,Gymnastics,25-34,Football,155087214
Most violent sport,,,,,,,,,,1,Sweden,Woman,Football,18-24,Rugby,155087226
Athletics is a sport for all genders,,,,,,,,,,1,France,Man,Cycling,35-44,Athletics,155087230
"In people’s minds, this is still a purely male sport.",,,,,,,,,,,Germany,Woman,Football,55-65,Rugby,155087234
At least girl athletes,,,,,,,,,,1,Sweden,Man,Football,45-54,Rugby,155087235
I don't know any women's team,,,,1,,,,1,,,Germany,Woman,Football,45-54,Rugby,155087246
Really only see men playing it. Mainly male dominated,,1,,,,,,1,,,UK,Man,Tennis,18-24,Golf,155087247
Injuries,,,,,,,,,,1,Poland,Man,Tennis,45-54,Rugby,155087248
I just spoke to the doctor and they have,,,,,,,,,,1,Germany,Man,Gymnastics,25-34,Rugby,155087251
Only ever see men playing,,,,,,,,1,,,UK,Man,Basketball,45-54,Golf,155087268
Typically men's sport,1,1,,,,,,,,,Poland,Man,Tennis,45-54,Rugby,155087277
physicality,,,,,,,,,,1,Poland,Man,Athletics,45-54,Rugby,155087290
You see mostly men,,,,,,,,1,,,Germany,Woman,Football,55-65,Golf,155087291
See the latest deals,,,,,,,,1,,,France,Man,Tennis,55-65,Football,155087297
yes too much discrimination on bonuses and salaries,,,,,,,1,,,,France,Man,Rugby,55-65,Golf,155087311
Because it's a good man's sport,,,,,,,,,,,France,Man,Football,45-54,Rugby,155087317
"at least I haven't heard much about it so far, not even in passing",,,,,,,,,,1,Germany,Woman,Football,55-65,Cycling,155087328
Not played very often,,,,,,,,,,,UK,Man,Gymnastics,55-65,Handball,155087331
Yes,,,,,,,,,,1,Sweden,Woman,Tennis,35-44,Golf,155087341
Because hardly any men do this sport,,,,,1,,,,,,Germany,Man,Football,25-34,Gymnastics,155087352
Never seen women playing,,,,,,,,1,,,UK,Woman,Athletics,45-54,Basketball,155087368
There’s barely any women playing it,,,,,1,,,,,,UK,Man,Football,25-34,Golf,155087392
You don't see any women there,,,,,1,,,1,,,Germany,Woman,Football,55-65,Golf,155087394
Mainly men that play,,,,,,,,,,,UK,Woman,Basketball,25-34,Rugby,155087398
My impression,,,1,,,,,,,,Germany,Man,Tennis,55-65,Basketball,155087408
Few spectators,,,,,,,,,,1,Germany,Man,Football,45-54,Basketball,155087449
"Considered less feminine and more masculine, women are not expected to be good enough to compete.",1,,,,,,,,,,Sweden,Woman,Gymnastics,25-34,Football,155087454
Will always be like this and never change,,,,,,,,,,1,Germany,Man,Athletics,55-65,Football,155087458
I have never seen women playing rugby represented in any context,,,,,,,,1,1,,Sweden,Woman,Athletics,35-44,Rugby,155087462
Man or women mainly,,,,,,,,,,,UK,Woman,Athletics,45-54,Gymnastics,155087485
big differences,,,,,,,,,,1,Germany,Man,Tennis,55-65,Basketball,155087486
I think because this is very much a male orientated sport that can be dangerous,,,1,,,,,,,,UK,Woman,Athletics,25-34,Rugby,155087495
Male dominated industry.,,1,,,,,,,,,Sweden,Woman,Handball,18-24,Golf,155087502
There aren't that many teams of women playing Rugby,,1,,,,,,,1,,Sweden,Woman,Cycling,45-54,Rugby,155087507
Golf is very famous game here,,,,,,,,,1,,UK,Man,Cycling,25-34,Golf,155087509
Because many women were or are really not into handball,,1,,,,,,,,,UK,Woman,Football,35-44,Handball,155087510
Women are far less present here than men,,,,,1,,,,,,Germany,Man,Volleyball,45-54,Cycling,155087513
Because I have never watched a woman cycling,,,,,,,,,,1,Germany,Man,Football,18-24,Cycling,155087523
Feels like a male dominated sport,,1,,,,,,,,,Sweden,Woman,Golf,25-34,Rugby,155087536
My own experience as well as the media's portrayal have contributed to my opinion.,,,,,,,,1,,,Sweden,Woman,Athletics,35-44,Rugby,155087543
Only the men’s game is represented,,,,,,,,,,,UK,Woman,Athletics,25-34,Football,155087546
Golf's traditional culture and exclusivity contribute to it being the least gender-inclusive professional sport.,,,,,,,,,1,,UK,Man,Tennis,25-34,Golf,155087553
From a feeling point of view,,,,,,,,,,1,Germany,Man,Athletics,45-54,Basketball,155087559
Macho culture,1,,,,,,,,,,Sweden,Woman,Tennis,35-44,Rugby,155087565
Don't see womens golf,,,,,,,,1,1,,UK,Woman,Tennis,25-34,Golf,155087574
I don't remember seeing any female rugby teams,,,,1,,,,1,1,,UK,Woman,Tennis,55-65,Rugby,155087576
Due to aggressive contacts in sport,1,,,,,,,,,,Germany,Man,Gymnastics,25-34,Rugby,155087583
I think it tends to be dominated by males,,1,1,,,,,,,,UK,Man,Athletics,45-54,Cycling,155087589
No women’s teams,,1,,,1,,,,,,UK,Woman,Football,35-44,Basketball,155087590
I don't know enough about it.,,,,1,,,,,,,Germany,Man,Football,55-65,Rugby,155087601
Don’t know what it is,,,,1,,,,,,,UK,Woman,Tennis,35-44,Handball,155087610
Always see mixed professionals,,,,,,,,1,,,UK,Woman,Rugby,35-44,Gymnastics,155087613
Since there is sport for both,,,,,,,,,,1,Germany,Man,Tennis,45-54,Rugby,155087616
Because of weight,,,,,,,,,,1,Germany,Man,Football,45-54,Gymnastics,155087623
"it is still very much perceived as a man's world, mostly off the pitch",,,,,,,,,,,UK,Man,Volleyball,45-54,Football,155087633
I’ve never seen a female basket ball player,,,,,,,,1,,,UK,Woman,Gymnastics,45-54,Basketball,155087652
Rarely hear reports about women’s golf,,,,,,,,1,1,,Germany,Man,Gymnastics,25-34,Golf,155087654
I have never seen or heard of any females golfers,,,,,,,,1,1,,UK,Woman,Athletics,35-44,Golf,155087657
As you mainly see man playing it,,,,,,,,1,,,UK,Man,Cycling,18-24,Handball,155087659
Because I have never seen a professional woman rugby player,,,,,,,,1,1,,UK,Woman,Gymnastics,45-54,Rugby,155087667
Very dominant and hardly accepted as a professional sport for women,,1,,,,,,,,,Germany,Woman,Handball,55-65,Golf,155087680
Not sure the women get near the same as women,,,,,1,,,,,,UK,Man,Tennis,45-54,Rugby,155087694
Dont really know much about this,,,,1,,,,,,,UK,Woman,Athletics,55-65,Handball,155087695
Just look at the salaries and bonuses of male footballers,,,,,,,,,1,,Germany,Woman,Tennis,55-65,Football,155087704
Because I mostly only see men playing golf,,,,,,,,1,1,,Germany,Woman,Cycling,18-24,Golf,155087711
Feels like it had an outdated way of having to be male,,,,,,,,,,,Sweden,Man,Gymnastics,35-44,Rugby,155087713
It’s just how it feels,,,,,,,,,,1,UK,Man,Athletics,45-54,Golf,155087716
I've never seen women's rugby,,,,,,,,1,1,,UK,Man,Gymnastics,55-65,Rugby,155087722
More ladies play handball,,,,,,,,,,1,UK,Man,Football,35-44,Handball,155087743
It's very male dominated and divides both genders.,,1,,,,,,,,,UK,Woman,Gymnastics,25-34,Football,155087745
Golf is only for men,,,,,,,,,1,,Germany,Man,Handball,45-54,Golf,155087762
Because women are underestimated,,,,,,,,,,1,Germany,Woman,Rugby,25-34,Cycling,155087764
Because only men are hyped,,1,,,,,,,,,Germany,Woman,Gymnastics,25-34,Football,155087778
It's more of a man thing,,,,,,,,,,,UK,Man,Football,35-44,Rugby,155087793
It takes strange to play ruby ruby because guys almost you know to get the ball you don't wanna get the ball,,,,1,,,,,,,UK,Woman,Gymnastics,25-34,Rugby,155087794
it is fair,,,,,,,,,,1,Sweden,Man,Golf,18-24,Football,155087806
I don’t see many female basketball players anywhere,,,,,,,,1,,,UK,Man,Tennis,45-54,Basketball,155087815
You hardly hear or see anything about women in rugby,,,,,,,,1,1,,Germany,Woman,Athletics,55-65,Rugby,155087821
I have never seen this before,,,,,,,,1,,,Germany,I prefer not to say,Volleyball,18-24,Rugby,155087825
Is the toughest sport,1,,,,,,,,,,Germany,Man,Gymnastics,55-65,Rugby,155087830
I’ve never seen or heard of women’s rugby,,,,,,,,1,1,,UK,Man,Tennis,45-54,Rugby,155087834
It is not really a popular sport,,,,,,,,,,,UK,Woman,Football,55-65,Handball,155087844
I don't see high profile women's games.,,,,,,,,1,,,UK,Man,Tennis,35-44,Basketball,155087879
As its cater for men & wonen,,,,,,,,,,,UK,Woman,Football,25-34,Athletics,155087892
because few are interested in it,,,,,,,,,,1,UK,Man,Football,25-34,Golf,155087913
There are a lot of women,,,,,1,,,,,,UK,Woman,Football,35-44,Gymnastics,155087923
"I've never seen women's rugby anywhere, but that could also be due to my ignorance",,,,,,,,1,1,,Sweden,Man,Athletics,35-44,Rugby,155087933
Only men play golf,,1,,,,,,,1,,UK,Woman,Athletics,25-34,Golf,155087940
Because it is only for a certain age group,,,,,,,,,,,Germany,Man,Athletics,25-34,Handball,155087943
"I only know male professional golfers; for me, golf is one of the last male dynasties.",,,,1,,,,,1,,Germany,Woman,Football,35-44,Golf,155087955
I don’t know much about basketball,,,,1,,,,,,,UK,Man,Handball,45-54,Basketball,155087957
Feels like a more masculine thing,1,,,,,,,,,,Sweden,Man,Gymnastics,18-24,Football,155087958
I don't recall seeing a female team,,,,,,,,1,,,UK,Man,Athletics,45-54,Basketball,155087962
Because only men play,,1,,,,,,,,,Germany,Woman,Football,55-65,Golf,155087982
Women under represented,,,,,1,,,,,,UK,Woman,Tennis,35-44,Rugby,155087990
"People think women are not tall ,fast or tough enough",1,,,,,,,,,,UK,Woman,Tennis,45-54,Basketball,155088002
I never hear anything about female golfers,,,,,,,,1,1,,UK,Man,Tennis,25-34,Golf,155088010
Women play in separate tournaments,,,,,,,,,,1,UK,Man,Rugby,18-24,Volleyball,155088028
I have never heard or seen anything about women's rugby.,,,,,,,,1,1,,Germany,Man,Tennis,55-65,Rugby,155088032
Its not really played,,,,,,,,,,,UK,Woman,Rugby,45-54,Handball,155088049
You see more men,,,,,,,,1,,,UK,Woman,Gymnastics,55-65,Golf,155088056
Women’s rugby gets very little coverage,,,,,,,,,1,,UK,Man,Gymnastics,25-34,Rugby,155088057
No,,,,,,,,,,1,UK,Man,Rugby,45-54,Gymnastics,155088066
I have not seen female golf televised,,,,,,,,1,1,,UK,Man,Athletics,55-65,Golf,155088128
